customer_id,complaint_date,complaint_category,comment,severity,resolution_time_days,escalated,resolved
C00769,2023-10-09,Account Management,"Three technicians, three no-shows. I have lost my patience entirely.",5,7,1,0
C00771,2022-05-05,Outage,I waited longer than usual for a callback but it came eventually.,2,13,0,1
C00772,2022-09-05,Account Management,The website was slow when I tried to log in yesterday.,2,9,0,1
C00773,2024-02-18,Outage,I was on hold for about 20 minutes which felt long.,2,5,0,0
C00773,2024-09-14,Account Management,"There was a small discrepancy on my statement, now resolved.",2,11,0,0
C00773,2024-05-27,Billing,Calling to update my billing address.,1,3,0,1
C00773,2024-06-25,Outage,The technician arrived a bit late but did a good job.,2,12,0,1
C00773,2024-08-23,Billing,I would like to know my current contract end date.,1,3,0,1
C00774,2022-01-17,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,17,1,1
C00775,2023-05-24,Service Quality,The online chat bot could not help me and I had to call anyway.,3,4,0,1
C00775,2024-08-04,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,10,0,0
C00775,2024-01-07,Technical,Your company has overcharged me for months and nobody will fix it.,5,19,1,0
C00775,2024-01-05,Outage,I had trouble navigating the new online portal at first.,2,11,0,0
C00776,2022-06-18,Service Quality,I would like to know my current contract end date.,1,8,0,1
C00776,2022-02-08,Technical,I am contacting my lawyer. This is negligent and completely unacceptable.,5,13,1,0
C00776,2023-09-24,Outage,I want a full refund and I am cancelling everything today.,5,8,0,0
C00777,2023-05-25,Outage,I am not satisfied with how my previous complaint was handled.,3,5,1,0
C00777,2022-02-12,Service Quality,I am considering switching providers if this is not fixed immediately.,4,12,1,0
C00778,2024-07-27,Service Quality,I need to change my contact phone number on the account.,1,9,0,1
C00780,2024-02-16,Technical,I want a formal complaint registered. This has gone on too long.,4,1,0,0
C00780,2024-03-05,Technical,My meter reading submission didn't go through on the first try.,2,4,0,0
C00780,2024-10-10,Account Management,I would like to know my current contract end date.,1,6,0,1
C00780,2024-05-22,Billing,I am not satisfied with how my previous complaint was handled.,3,7,0,1
C00781,2024-07-03,Technical,Your company has overcharged me for months and nobody will fix it.,5,6,1,0
C00781,2023-07-28,Outage,"Everything is fine, just updating my details.",1,2,0,1
C00782,2022-07-14,Technical,The customer service agent I spoke to was not very helpful.,3,2,1,0
C00783,2024-02-17,Account Management,I waited longer than usual for a callback but it came eventually.,2,1,0,1
C00783,2024-03-05,Outage,I waited longer than usual for a callback but it came eventually.,2,3,0,0
C00784,2023-02-02,Technical,I have been waiting over a week for someone to call me back.,3,15,1,1
C00784,2024-03-21,Outage,The level of service I am receiving is completely unacceptable.,4,13,0,0
C00784,2024-05-27,Account Management,The technician did not show up at the agreed time without any notice.,3,9,1,0
C00786,2022-05-02,Meter Reading,"Everything is fine, just updating my details.",1,4,0,1
C00787,2024-09-17,Outage,I am contacting my lawyer. This is negligent and completely unacceptable.,5,21,0,0
C00787,2024-01-02,Service Quality,Your company has overcharged me for months and nobody will fix it.,5,25,1,0
C00787,2024-06-02,Meter Reading,"Everything is fine, just updating my details.",1,5,0,1
C00787,2024-05-09,Outage,I have been waiting over a week for someone to call me back.,3,11,0,1
C00788,2022-07-10,Account Management,I would like to check my current balance please.,1,6,0,1
C00788,2024-10-22,Billing,I waited longer than usual for a callback but it came eventually.,2,10,0,1
C00788,2023-02-18,Service Quality,I want to switch to paperless billing.,1,6,0,1
C00789,2022-09-11,Account Management,The email confirmation for my account change took two days to arrive.,2,10,0,1
C00790,2024-10-05,Outage,My bill has errors and I have had to call twice about the same issue.,3,16,0,1
C00790,2024-05-21,Service Quality,Can you confirm my direct debit amount?,1,2,0,1
C00790,2024-07-18,Service Quality,Can you confirm my direct debit amount?,1,7,1,1
C00790,2024-01-13,Meter Reading,I was on hold for about 20 minutes which felt long.,2,14,1,1
C00790,2024-12-07,Service Quality,Just checking when my next meter read is scheduled.,1,5,0,1
C00791,2023-07-27,Outage,Calling to update my billing address.,1,5,0,1
C00792,2022-06-23,Service Quality,I would like to check my current balance please.,1,3,0,1
C00792,2022-01-06,Technical,The online chat bot could not help me and I had to call anyway.,3,12,0,1
C00793,2022-11-04,Meter Reading,My meter reading submission didn't go through on the first try.,2,12,0,1
C00794,2024-11-09,Technical,I was on hold for about 20 minutes which felt long.,2,5,0,1
C00794,2022-12-03,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,15,1,1
C00796,2024-02-04,Account Management,"There was a small discrepancy on my statement, now resolved.",2,13,0,0
C00797,2022-07-04,Outage,I feel like loyal customers are not being valued the way they should be.,3,17,1,0
C00797,2023-12-18,Billing,I want a formal complaint registered. This has gone on too long.,4,3,1,1
C00799,2023-07-01,Meter Reading,Response time was a bit slower than last time I called.,2,2,0,1
C00800,2024-11-06,Outage,I had trouble navigating the new online portal at first.,2,1,0,0
C00800,2023-01-21,Technical,I waited longer than usual for a callback but it came eventually.,2,10,1,1
C00800,2024-08-07,Outage,Can you confirm my direct debit amount?,1,4,0,1
C00801,2024-04-11,Meter Reading,I am going to leave a public review warning everyone about this company.,5,17,1,0
C00802,2024-08-01,Billing,The customer service agent I spoke to was not very helpful.,3,2,0,0
C00802,2024-09-23,Technical,This is the third billing error in a row. I am losing patience.,4,1,0,0
C00802,2024-09-20,Technical,I am considering switching providers if this is not fixed immediately.,4,5,0,0
C00802,2022-08-04,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,10,1,1
C00803,2022-11-11,Account Management,Just checking when my next meter read is scheduled.,1,2,0,1
C00803,2024-06-14,Meter Reading,Just checking when my next meter read is scheduled.,1,4,0,1
C00803,2022-01-22,Service Quality,I need to change my contact phone number on the account.,1,7,0,0
C00803,2023-06-03,Service Quality,I have been trying to get this resolved for two weeks now.,3,5,1,0
C00804,2023-02-01,Meter Reading,I would like to know my current contract end date.,1,5,0,1
C00805,2023-02-19,Outage,I have been trying to get this resolved for two weeks now.,3,11,1,1
C00807,2022-04-19,Technical,I waited longer than usual for a callback but it came eventually.,2,1,0,1
C00807,2024-03-12,Technical,I have been waiting over a week for someone to call me back.,3,5,1,0
C00807,2022-12-07,Account Management,The technician arrived a bit late but did a good job.,2,6,0,0
C00808,2024-05-15,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,10,1,1
C00808,2024-10-10,Technical,The website was slow when I tried to log in yesterday.,2,12,0,1
C00808,2023-09-06,Outage,Could you send me a copy of last month's bill?,1,6,0,1
C00808,2023-12-17,Billing,The website was slow when I tried to log in yesterday.,2,7,0,1
C00808,2023-12-01,Outage,This is the third billing error in a row. I am losing patience.,4,23,1,0
C00808,2023-10-05,Billing,I feel like loyal customers are not being valued the way they should be.,3,12,0,1
C00809,2023-05-02,Outage,I have been waiting over a week for someone to call me back.,3,10,0,0
C00810,2023-10-01,Billing,The worst customer experience I have ever had in my life.,5,23,0,0
C00810,2023-08-09,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,10,0,0
C00810,2022-01-15,Technical,My meter reading submission didn't go through on the first try.,2,1,1,1
C00811,2024-07-22,Account Management,The website was slow when I tried to log in yesterday.,2,10,0,1
C00811,2024-01-10,Service Quality,The customer service agent I spoke to was not very helpful.,3,8,1,0
C00811,2024-09-16,Technical,I am switching providers immediately. I cannot tolerate this incompetence.,5,13,0,0
C00812,2024-08-15,Outage,The rate increase was not communicated clearly and came as a surprise.,3,11,0,0
C00813,2023-10-20,Technical,The technician did not show up at the agreed time without any notice.,3,7,1,1
C00814,2024-12-25,Technical,Nobody in your company seems to take responsibility for anything.,4,6,1,0
C00814,2022-04-20,Billing,Calling to update my billing address.,1,3,0,0
C00815,2024-08-28,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,10,0,1
C00815,2024-03-04,Outage,The email confirmation for my account change took two days to arrive.,2,1,1,1
C00816,2024-01-03,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,16,0,1
C00817,2024-02-03,Outage,I feel like loyal customers are not being valued the way they should be.,3,3,0,1
C00817,2024-03-13,Account Management,I waited longer than usual for a callback but it came eventually.,2,2,0,0
C00817,2024-12-16,Technical,I was on hold for about 20 minutes which felt long.,2,13,0,0
C00819,2024-08-24,Meter Reading,My meter reading submission didn't go through on the first try.,2,12,0,1
C00819,2022-10-06,Account Management,The email confirmation for my account change took two days to arrive.,2,7,0,1
C00821,2024-08-16,Outage,I would like to know my current contract end date.,1,7,1,1
C00822,2023-08-16,Account Management,I was on hold for about 20 minutes which felt long.,2,3,0,1
C00822,2023-10-05,Service Quality,The worst customer experience I have ever had in my life.,5,15,1,1
C00823,2024-07-11,Outage,"There was a small discrepancy on my statement, now resolved.",2,1,0,1
C00824,2024-05-11,Technical,"Everything is fine, just updating my details.",1,2,0,1
C00825,2024-01-10,Outage,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,10,1,0
C00825,2023-04-27,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,7,1,0
C00826,2024-03-13,Service Quality,"Three technicians, three no-shows. I have lost my patience entirely.",5,16,0,0
C00826,2024-06-26,Service Quality,I waited longer than usual for a callback but it came eventually.,2,4,1,1
C00826,2024-03-12,Billing,Calling to update my billing address.,1,3,0,1
C00826,2024-10-08,Technical,Nobody in your company seems to take responsibility for anything.,4,22,0,1
C00827,2023-06-20,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,10,1,1
C00827,2023-06-09,Meter Reading,Quick question about the new tariff letter I received.,1,3,0,1
C00828,2023-01-17,Account Management,My bill was slightly higher than I expected this month.,2,1,0,0
C00829,2022-10-06,Outage,The email confirmation for my account change took two days to arrive.,2,6,0,1
C00829,2024-11-18,Billing,I had trouble navigating the new online portal at first.,2,14,0,0
C00829,2024-02-09,Service Quality,The customer service agent I spoke to was not very helpful.,3,16,0,1
C00829,2024-08-27,Technical,My meter reading submission didn't go through on the first try.,2,2,0,1
C00829,2024-03-09,Meter Reading,I have been waiting over a week for someone to call me back.,3,7,1,1
C00830,2024-08-06,Technical,"There was a small discrepancy on my statement, now resolved.",2,7,1,1
C00830,2024-03-22,Meter Reading,Response time was a bit slower than last time I called.,2,11,0,0
C00830,2024-04-28,Outage,The level of service I am receiving is completely unacceptable.,4,19,1,0
C00830,2024-03-19,Technical,I am switching providers immediately. I cannot tolerate this incompetence.,5,13,0,0
C00831,2023-10-11,Outage,Response time was a bit slower than last time I called.,2,14,0,1
C00832,2022-11-12,Service Quality,I am not satisfied with how my previous complaint was handled.,3,10,0,0
C00833,2023-04-25,Outage,The website was slow when I tried to log in yesterday.,2,7,0,1
C00833,2022-01-28,Meter Reading,The technician arrived a bit late but did a good job.,2,11,0,0
C00833,2023-09-20,Account Management,The online chat bot could not help me and I had to call anyway.,3,5,1,1
C00834,2023-07-22,Service Quality,Just checking when my next meter read is scheduled.,1,1,0,0
C00835,2024-10-16,Service Quality,"Everything is fine, just updating my details.",1,3,0,1
C00835,2024-08-12,Technical,The customer service agent I spoke to was not very helpful.,3,12,0,1
C00835,2024-07-01,Technical,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,7,1,0
C00836,2024-08-17,Service Quality,Could you send me a copy of last month's bill?,1,8,0,1
C00836,2022-10-07,Account Management,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,14,0,0
C00837,2023-10-15,Meter Reading,I want a full refund and I am cancelling everything today.,5,7,1,0
C00837,2022-03-12,Service Quality,The email confirmation for my account change took two days to arrive.,2,5,0,1
C00837,2023-11-19,Outage,My meter reading submission didn't go through on the first try.,2,3,0,1
C00837,2022-12-24,Service Quality,My power has been out for two days and nobody has given me an update.,4,7,0,1
C00837,2022-03-25,Technical,I have been waiting over a week for someone to call me back.,3,4,0,0
C00838,2022-05-01,Meter Reading,I have been waiting over a week for someone to call me back.,3,5,1,1
C00838,2024-07-13,Technical,I have been waiting over a week for someone to call me back.,3,7,0,1
C00839,2024-11-07,Service Quality,I would like to check my current balance please.,1,4,0,1
C00839,2024-03-11,Technical,I had trouble navigating the new online portal at first.,2,6,0,1
C00839,2024-03-09,Account Management,Quick question about the new tariff letter I received.,1,9,0,1
C00840,2022-04-07,Technical,I want to cancel my account. I have had enough of this terrible service.,5,2,1,1
C00843,2022-08-21,Technical,My bill has errors and I have had to call twice about the same issue.,3,9,1,1
C00843,2022-08-17,Outage,I have been waiting over a week for someone to call me back.,3,18,1,1
C00844,2024-09-18,Service Quality,My power has been out for two days and nobody has given me an update.,4,15,1,0
C00845,2024-01-22,Service Quality,Response time was a bit slower than last time I called.,2,4,0,1
C00845,2024-11-21,Service Quality,Quick question about the new tariff letter I received.,1,3,1,1
C00845,2024-09-25,Account Management,I have been trying to get this resolved for two weeks now.,3,13,1,0
C00845,2024-04-14,Service Quality,My bill was slightly higher than I expected this month.,2,7,0,0
C00845,2024-04-16,Technical,My bill has errors and I have had to call twice about the same issue.,3,7,0,0
C00846,2024-01-22,Service Quality,I have been waiting over a week for someone to call me back.,3,17,1,1
C00847,2023-05-06,Billing,The level of service I am receiving is completely unacceptable.,4,20,1,0
C00848,2024-01-09,Outage,I was on hold for about 20 minutes which felt long.,2,12,0,0
C00849,2024-04-25,Technical,I waited longer than usual for a callback but it came eventually.,2,12,1,0
C00851,2022-07-28,Outage,I have escalated this complaint twice and it is still not resolved.,4,24,1,0
C00851,2022-08-09,Billing,I am very unhappy with the service. My complaint from last month is still open.,4,9,1,1
C00852,2022-04-24,Outage,I am not satisfied with how my previous complaint was handled.,3,14,1,1
C00853,2022-11-08,Technical,I have been trying to get this resolved for two weeks now.,3,5,1,0
C00854,2022-11-21,Technical,My bill was slightly higher than I expected this month.,2,13,0,1
C00856,2024-12-05,Account Management,I have been trying to get this resolved for two weeks now.,3,8,1,1
C00856,2022-10-17,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,16,0,0
C00857,2022-12-04,Outage,I want to switch to paperless billing.,1,8,0,1
C00857,2022-06-12,Account Management,The level of service I am receiving is completely unacceptable.,4,5,1,1
C00858,2024-06-03,Service Quality,Just checking when my next meter read is scheduled.,1,7,0,1
C00858,2024-02-23,Account Management,Could you send me a copy of last month's bill?,1,1,0,1
C00858,2024-11-20,Account Management,My bill was slightly higher than I expected this month.,2,4,1,1
C00859,2022-08-16,Meter Reading,I was on hold for about 20 minutes which felt long.,2,5,0,1
C00859,2024-09-02,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,1,0,0
C00860,2023-07-09,Account Management,I have been trying to get this resolved for two weeks now.,3,11,1,1
C00860,2024-12-06,Technical,I had trouble navigating the new online portal at first.,2,10,0,1
C00861,2024-08-06,Billing,"There was a small discrepancy on my statement, now resolved.",2,10,1,1
C00861,2023-07-15,Billing,My power has been out for two days and nobody has given me an update.,4,13,0,1
C00862,2024-11-12,Account Management,I am not satisfied with how my previous complaint was handled.,3,14,0,1
C00864,2022-08-15,Service Quality,"Three technicians, three no-shows. I have lost my patience entirely.",5,7,1,0
C00864,2022-02-18,Technical,I have been waiting over a week for someone to call me back.,3,9,0,1
C00864,2023-09-23,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,9,0,0
C00865,2024-03-13,Outage,The website was slow when I tried to log in yesterday.,2,14,0,1
C00866,2023-02-14,Billing,My power has been out for two days and nobody has given me an update.,4,10,1,0
C00867,2023-03-04,Meter Reading,I have been waiting over a week for someone to call me back.,3,5,0,0
C00868,2024-04-11,Account Management,The email confirmation for my account change took two days to arrive.,2,11,1,1
C00869,2022-10-18,Technical,The online chat bot could not help me and I had to call anyway.,3,5,0,0
C00869,2023-07-06,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,2,1,1
C00869,2022-02-02,Technical,I want to switch to paperless billing.,1,7,0,1
C00869,2024-12-05,Billing,The email confirmation for my account change took two days to arrive.,2,12,0,1
C00869,2024-02-18,Service Quality,I would like to know my current contract end date.,1,9,0,1
C00870,2024-08-13,Billing,I want to cancel my account. I have had enough of this terrible service.,5,17,0,1
C00870,2024-05-22,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,17,0,1
C00870,2024-04-28,Account Management,I waited longer than usual for a callback but it came eventually.,2,12,0,1
C00871,2022-05-23,Billing,Nobody in your company seems to take responsibility for anything.,4,4,1,0
C00871,2024-12-20,Outage,Could you send me a copy of last month's bill?,1,9,0,1
C00872,2022-11-06,Service Quality,The technician arrived a bit late but did a good job.,2,11,0,1
C00872,2023-09-15,Account Management,"Everything is fine, just updating my details.",1,4,0,1
C00874,2024-05-04,Outage,"There was a small discrepancy on my statement, now resolved.",2,6,0,1
C00874,2023-04-13,Billing,The technician arrived a bit late but did a good job.,2,13,1,1
C00875,2022-10-01,Service Quality,I need to change my contact phone number on the account.,1,7,0,1
C00877,2022-02-18,Service Quality,I waited longer than usual for a callback but it came eventually.,2,4,1,0
C00877,2022-08-15,Outage,My bill was slightly higher than I expected this month.,2,10,0,1
C00878,2024-07-12,Meter Reading,I have been trying to get this resolved for two weeks now.,3,13,1,0
C00878,2024-09-12,Meter Reading,Your company has overcharged me for months and nobody will fix it.,5,28,0,0
C00878,2023-04-03,Technical,Quick question about the new tariff letter I received.,1,6,1,0
C00878,2024-04-05,Technical,The online chat bot could not help me and I had to call anyway.,3,19,1,1
C00878,2022-12-26,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,5,0,1
C00878,2022-05-09,Account Management,I am considering switching providers if this is not fixed immediately.,4,1,0,0
C00879,2022-11-20,Service Quality,I want a formal complaint registered. This has gone on too long.,4,15,0,0
C00880,2023-10-02,Meter Reading,My meter reading submission didn't go through on the first try.,2,3,1,1
C00881,2024-08-08,Billing,I took a day off work for the technician and nobody came.,4,12,0,0
C00881,2024-07-09,Technical,I feel like loyal customers are not being valued the way they should be.,3,11,0,0
C00881,2024-04-03,Service Quality,I want a full refund and I am cancelling everything today.,5,1,1,1
C00882,2023-02-14,Meter Reading,Your company has overcharged me for months and nobody will fix it.,5,11,1,0
C00882,2024-03-14,Outage,"There was a small discrepancy on my statement, now resolved.",2,7,0,0
C00883,2023-05-18,Account Management,I have been waiting over a week for someone to call me back.,3,4,0,0
C00883,2024-06-12,Outage,Nobody in your company seems to take responsibility for anything.,4,22,1,0
C00884,2024-11-05,Billing,I have been without power for five days and your team does not care at all.,5,21,0,0
C00884,2024-10-17,Service Quality,My meter reading submission didn't go through on the first try.,2,2,0,0
C00884,2024-11-12,Technical,My meter reading submission didn't go through on the first try.,2,7,0,1
C00884,2024-08-27,Account Management,"There was a small discrepancy on my statement, now resolved.",2,8,0,0
C00885,2024-06-16,Account Management,My bill has errors and I have had to call twice about the same issue.,3,5,1,1
C00885,2023-04-12,Outage,I feel like loyal customers are not being valued the way they should be.,3,9,0,1
C00886,2022-12-25,Meter Reading,I want to switch to paperless billing.,1,7,0,1
C00887,2024-04-07,Meter Reading,I want a full refund and I am cancelling everything today.,5,25,1,0
C00888,2023-08-18,Meter Reading,The technician did not show up at the agreed time without any notice.,3,8,0,1
C00888,2024-07-03,Service Quality,Just checking when my next meter read is scheduled.,1,9,0,1
C00888,2023-09-19,Account Management,Response time was a bit slower than last time I called.,2,2,0,1
C00889,2024-01-15,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,13,0,1
C00889,2024-07-16,Meter Reading,The website was slow when I tried to log in yesterday.,2,1,0,1
C00890,2023-11-04,Billing,The website was slow when I tried to log in yesterday.,2,5,1,1
C00890,2023-07-05,Technical,I waited longer than usual for a callback but it came eventually.,2,10,0,1
C00890,2024-12-28,Technical,Calling to update my billing address.,1,7,0,1
C00890,2024-08-11,Outage,The website was slow when I tried to log in yesterday.,2,2,0,1
C00890,2023-10-04,Billing,The technician arrived a bit late but did a good job.,2,10,1,1
C00890,2023-07-01,Meter Reading,Calling to update my billing address.,1,1,0,1
C00891,2024-09-09,Account Management,Response time was a bit slower than last time I called.,2,7,0,0
C00891,2024-10-27,Meter Reading,I want a formal complaint registered. This has gone on too long.,4,19,1,0
C00891,2023-09-28,Account Management,I would like to know my current contract end date.,1,2,0,1
C00891,2023-04-18,Service Quality,I was treated rudely on my last call and I want this addressed.,4,13,1,0
C00891,2024-07-10,Service Quality,I am very unhappy with the service. My complaint from last month is still open.,4,24,0,1
C00892,2023-05-15,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,6,1,1
C00892,2022-09-27,Billing,I would like to check my current balance please.,1,8,0,1
C00893,2022-03-17,Account Management,I want to switch to paperless billing.,1,9,0,1
C00894,2022-03-21,Billing,I want a formal complaint registered. This has gone on too long.,4,15,1,0
C00894,2023-11-05,Account Management,The email confirmation for my account change took two days to arrive.,2,7,1,1
C00894,2022-06-08,Service Quality,I want to cancel my account. I have had enough of this terrible service.,5,2,0,1
C00894,2022-12-02,Account Management,I was on hold for about 20 minutes which felt long.,2,12,1,0
C00895,2023-08-25,Service Quality,I need to change my contact phone number on the account.,1,1,0,0
C00895,2023-11-16,Meter Reading,I have been waiting over a week for someone to call me back.,3,9,0,0
C00896,2024-10-06,Meter Reading,I had trouble navigating the new online portal at first.,2,14,0,1
C00896,2022-05-24,Account Management,I am very unhappy with the service. My complaint from last month is still open.,4,11,0,1
C00898,2024-02-18,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,11,1,1
C00898,2024-12-02,Technical,My bill has errors and I have had to call twice about the same issue.,3,16,1,0
C00898,2024-03-22,Billing,I feel like loyal customers are not being valued the way they should be.,3,3,0,1
C00898,2024-08-04,Account Management,My bill has errors and I have had to call twice about the same issue.,3,2,0,1
C00899,2024-11-24,Meter Reading,I want to switch to paperless billing.,1,5,0,1
C00899,2024-01-15,Technical,I need to change my contact phone number on the account.,1,4,0,0
C00899,2024-01-25,Meter Reading,I want to switch to paperless billing.,1,2,0,1
C00900,2023-08-26,Meter Reading,I am switching providers immediately. I cannot tolerate this incompetence.,5,2,0,1
C00900,2023-10-01,Meter Reading,The technician did not show up at the agreed time without any notice.,3,5,1,0
C00901,2024-06-28,Outage,I feel like loyal customers are not being valued the way they should be.,3,7,0,0
C00902,2024-09-23,Account Management,I would like to check my current balance please.,1,4,0,1
C00902,2024-03-06,Service Quality,I would like to know my current contract end date.,1,4,0,1
C00902,2024-03-06,Account Management,The email confirmation for my account change took two days to arrive.,2,13,1,0
C00902,2024-06-14,Billing,Response time was a bit slower than last time I called.,2,14,0,1
C00902,2024-09-17,Technical,I waited longer than usual for a callback but it came eventually.,2,2,0,0
C00903,2024-04-11,Outage,The worst customer experience I have ever had in my life.,5,8,1,1
C00904,2023-09-21,Service Quality,Nobody in your company seems to take responsibility for anything.,4,4,1,1
C00904,2022-06-20,Meter Reading,I took a day off work for the technician and nobody came.,4,1,0,1
C00905,2023-03-06,Outage,I was treated rudely on my last call and I want this addressed.,4,7,1,0
C00905,2024-12-27,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,16,1,1
C00905,2022-03-16,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,16,0,0
C00906,2023-03-23,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,13,1,1
C00906,2023-06-10,Account Management,Response time was a bit slower than last time I called.,2,4,0,0
C00906,2024-11-14,Meter Reading,I am considering switching providers if this is not fixed immediately.,4,24,1,0
C00907,2022-01-11,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,5,0,1
C00907,2022-04-14,Technical,I feel like loyal customers are not being valued the way they should be.,3,4,0,0
C00907,2024-09-15,Meter Reading,I need to change my contact phone number on the account.,1,6,0,1
C00907,2024-02-22,Service Quality,Just checking when my next meter read is scheduled.,1,3,1,1
C00907,2023-01-25,Outage,The email confirmation for my account change took two days to arrive.,2,12,0,1
C00908,2023-05-01,Billing,The customer service agent I spoke to was not very helpful.,3,11,0,1
C00908,2023-02-03,Service Quality,Calling to update my billing address.,1,1,1,1
C00908,2024-01-06,Billing,The online chat bot could not help me and I had to call anyway.,3,17,1,1
C00909,2022-09-22,Technical,Nobody in your company seems to take responsibility for anything.,4,3,0,0
C00909,2024-07-22,Billing,The rate increase was not communicated clearly and came as a surprise.,3,15,0,0
C00911,2022-02-08,Technical,Just checking when my next meter read is scheduled.,1,3,0,0
C00912,2023-01-22,Service Quality,I want to switch to paperless billing.,1,3,0,1
C00912,2023-09-17,Account Management,My bill was slightly higher than I expected this month.,2,3,0,1
C00912,2023-04-10,Meter Reading,Just checking when my next meter read is scheduled.,1,7,0,1
C00912,2023-05-23,Meter Reading,I was on hold for about 20 minutes which felt long.,2,7,0,1
C00913,2022-07-23,Meter Reading,The online chat bot could not help me and I had to call anyway.,3,18,0,1
C00914,2023-09-28,Billing,Could you send me a copy of last month's bill?,1,6,1,0
C00914,2022-05-07,Outage,Calling to update my billing address.,1,4,0,1
C00914,2023-12-12,Technical,Can you confirm my direct debit amount?,1,5,0,0
C00914,2022-02-23,Service Quality,I waited longer than usual for a callback but it came eventually.,2,12,0,1
C00915,2024-08-09,Meter Reading,I am considering switching providers if this is not fixed immediately.,4,21,1,1
C00915,2022-12-17,Technical,I want to switch to paperless billing.,1,7,0,1
C00915,2022-07-13,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,12,1,0
C00916,2024-06-03,Meter Reading,This is the third billing error in a row. I am losing patience.,4,21,1,0
C00916,2023-03-24,Meter Reading,The customer service agent I spoke to was not very helpful.,3,2,0,0
C00918,2022-02-14,Account Management,The technician arrived a bit late but did a good job.,2,1,1,0
C00919,2024-04-10,Account Management,I would like to check my current balance please.,1,4,1,0
C00919,2024-12-19,Outage,Can you confirm my direct debit amount?,1,8,1,1
C00919,2023-05-18,Outage,Could you send me a copy of last month's bill?,1,1,0,1
C00919,2023-04-12,Billing,I am going to leave a public review warning everyone about this company.,5,6,1,1
C00920,2023-11-13,Account Management,The online chat bot could not help me and I had to call anyway.,3,3,0,1
C00921,2023-10-06,Billing,The rate increase was not communicated clearly and came as a surprise.,3,10,0,0
C00922,2024-03-21,Outage,The online chat bot could not help me and I had to call anyway.,3,3,1,1
C00922,2022-04-19,Billing,My bill has errors and I have had to call twice about the same issue.,3,15,0,1
C00923,2023-11-14,Service Quality,"There was a small discrepancy on my statement, now resolved.",2,12,0,1
C00923,2023-04-25,Outage,Response time was a bit slower than last time I called.,2,14,0,0
C00924,2023-03-07,Technical,The website was slow when I tried to log in yesterday.,2,8,0,1
C00924,2023-10-18,Billing,I was treated rudely on my last call and I want this addressed.,4,4,0,0
C00925,2024-12-28,Billing,The customer service agent I spoke to was not very helpful.,3,3,0,1
C00926,2023-07-12,Meter Reading,I had trouble navigating the new online portal at first.,2,5,0,0
C00926,2024-12-25,Service Quality,My bill was slightly higher than I expected this month.,2,9,1,1
C00926,2024-04-27,Meter Reading,I was on hold for about 20 minutes which felt long.,2,5,1,1
C00926,2024-01-19,Service Quality,Could you send me a copy of last month's bill?,1,7,0,1
C00926,2023-02-03,Account Management,Nobody in your company seems to take responsibility for anything.,4,20,0,0
C00926,2022-05-16,Technical,The technician arrived a bit late but did a good job.,2,13,0,1
C00927,2023-08-22,Account Management,I have been waiting over a week for someone to call me back.,3,6,0,1
C00929,2022-11-13,Outage,Response time was a bit slower than last time I called.,2,8,1,1
C00929,2024-03-27,Meter Reading,I would like to know my current contract end date.,1,8,0,0
C00932,2023-02-16,Billing,Nobody in your company seems to take responsibility for anything.,4,4,1,1
C00932,2022-02-18,Outage,I am not satisfied with how my previous complaint was handled.,3,17,0,0
C00932,2024-02-08,Outage,I have escalated this complaint twice and it is still not resolved.,4,10,0,0
C00933,2024-08-17,Technical,Could you send me a copy of last month's bill?,1,9,1,1
C00935,2023-05-18,Billing,"There was a small discrepancy on my statement, now resolved.",2,4,0,0
C00935,2024-06-15,Meter Reading,I want a formal complaint registered. This has gone on too long.,4,17,1,0
C00936,2024-11-11,Meter Reading,Calling to update my billing address.,1,6,0,0
C00936,2022-10-19,Service Quality,I need to change my contact phone number on the account.,1,6,0,1
C00936,2023-12-12,Outage,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,23,1,0
